0.327772	0.207077
1.129856	-0.045113
0.854113	0.018116
2.039906	0.946337
1.906122	0.556969
0.970676	2.448311
1.892659	1.558114
0.961403	-0.026356
1.820691	0.366145
1.873757	0.228473
0.412616	0.130189
1.944548	0.757349
0.219028	0.245644
1.736319	1.723206
0.575421	0.123377
-0.001123	1.182872
1.705500	0.211992
1.699242	1.741683
0.154763	0.527256
1.046385	-0.027784
0.695550	1.947908
1.712665	0.297379
1.783604	0.496980
1.112930	2.032062
0.452038	2.039840
1.636556	1.686305
1.007934	-0.046009
0.161977	1.577299
0.231709	1.576798
1.232435	0.019018
1.033669	1.992005
0.160517	1.426748
0.049749	0.924271
0.887741	0.003951
1.231515	1.905805
0.064752	1.323401
1.279630	1.984274
0.399184	2.058239
1.936058	0.679724
0.528316	2.051643
0.071056	0.632349
0.029128	0.750611
0.113746	1.586032
0.212731	0.514458
0.036512	1.035469
0.549042	0.061881
0.573920	0.005117
0.006842	1.334500
1.300454	0.008594
1.250761	1.958051
0.671834	2.007234
1.928075	1.799441
1.934454	1.211719
1.922012	0.779694
1.791338	0.441859
0.841596	1.985983
1.460232	1.937897
0.824399	0.011109
0.745240	1.899412
1.957932	1.234048
1.658036	0.132372
0.141341	0.415739
-0.022411	1.090511
1.712231	1.686703
0.302587	1.769225
0.779554	1.999233
1.628164	1.813744
0.463058	1.837996
2.021570	1.303651
1.484939	1.810986
1.217328	0.015820
2.225200	2.415073
1.206354	0.011831
0.663449	0.065240
0.005469	1.330962
1.993564	0.878141
0.174107	1.625407
1.353112	0.212634
2.033660	0.931163
1.670040	1.833597
2.053836	0.997260
0.505575	1.825544
2.035081	1.220606
-0.020747	1.225591
1.349146	0.171225
0.776077	0.024502
0.959278	1.991728
1.895420	0.617771
1.233678	2.021592
1.372853	-0.009300
0.515353	0.162201
1.736663	1.742187
1.467502	0.440495
0.966809	0.031439
0.999207	0.096470
1.940915	1.181488
1.075850	2.925849
1.967073	0.542074
0.047127	0.785201
1.212650	-0.027144
